2019-04-02 09:03:47,992 p=7562 u=student |  ERROR! Incorrect options passed
2019-04-04 06:30:53,636 p=3352 u=student |  ok: [utility.lab.example.com]
2019-04-04 06:30:53,693 p=3352 u=student |  TASK [Enable firewall services for FreeIPA in public zone] *****************************************************
2019-04-04 06:30:53,694 p=3352 u=student |  Thursday 04 April 2019  06:30:53 -0400 (0:00:01.817)       0:00:04.954 ******** 
2019-04-04 06:30:55,449 p=3352 u=student |  ok: [utility.lab.example.com] => (item=freeipa-ldap)
2019-04-04 06:30:56,601 p=3352 u=student |  ok: [utility.lab.example.com] => (item=freeipa-ldaps)
2019-04-04 06:30:57,725 p=3352 u=student |  ok: [utility.lab.example.com] => (item=dns)
2019-04-04 06:30:57,757 p=3352 u=student |  TASK [/etc/hosts 127.0.0.1 should not resolve to FQDN] *********************************************************
2019-04-04 06:30:57,757 p=3352 u=student |  Thursday 04 April 2019  06:30:57 -0400 (0:00:04.063)       0:00:09.017 ******** 
2019-04-04 06:30:58,791 p=3352 u=student |  ok: [utility.lab.example.com]
2019-04-04 06:30:58,818 p=3352 u=student |  TASK [FQDN resolves to default IPv4 address in /etc/hosts] *****************************************************
2019-04-04 06:30:58,818 p=3352 u=student |  Thursday 04 April 2019  06:30:58 -0400 (0:00:01.060)       0:00:10.078 ******** 
2019-04-04 06:30:59,548 p=3352 u=student |  changed: [utility.lab.example.com]
2019-04-04 06:30:59,578 p=3352 u=student |  TASK [FreeIPA server packages installed] ***********************************************************************
2019-04-04 06:30:59,578 p=3352 u=student |  Thursday 04 April 2019  06:30:59 -0400 (0:00:00.760)       0:00:10.838 ******** 
2019-04-04 06:31:08,002 p=3352 u=student |  ok: [utility.lab.example.com] => (item=ipa-server)
2019-04-04 06:31:10,454 p=3352 u=student |  ok: [utility.lab.example.com] => (item=ipa-server-dns)
2019-04-04 06:31:12,527 p=3352 u=student |  ok: [utility.lab.example.com] => (item=rng-tools)
2019-04-04 06:31:12,556 p=3352 u=student |  TASK [rngd service running to avoid install blocking on entropy issues] ****************************************
2019-04-04 06:31:12,556 p=3352 u=student |  Thursday 04 April 2019  06:31:12 -0400 (0:00:12.978)       0:00:23.816 ******** 
2019-04-04 06:31:14,421 p=3352 u=student |  ok: [utility.lab.example.com]
2019-04-04 06:31:14,464 p=3352 u=student |  TASK [Remove the current FreeIPA server] ***********************************************************************
2019-04-04 06:31:14,464 p=3352 u=student |  Thursday 04 April 2019  06:31:14 -0400 (0:00:01.907)       0:00:25.724 ******** 
2019-04-04 06:32:11,893 p=3352 u=student |  changed: [utility.lab.example.com]
2019-04-04 06:32:11,956 p=3352 u=student |  TASK [Set up FreeIPA server (may take some time to run)] *******************************************************
2019-04-04 06:32:11,957 p=3352 u=student |  Thursday 04 April 2019  06:32:11 -0400 (0:00:57.492)       0:01:23.217 ******** 
2019-04-04 06:47:06,690 p=3352 u=student |  fatal: [utility.lab.example.com]: FAILED! => {"changed": true, "cmd": ["ipa-server-install", "--domain=lab.example.io", "--realm=LAB.EXAMPLE.IO", "--ds-password=einstein", "--admin-password=redhat321", "--hostname=utility.lab.example.com", "--ip-address=172.25.250.8", "--no-ntp", "--setup-dns", "--reverse-zone=250.25.172.in-addr.arpa", "--no-forwarders", "--mkhomedir", "--unattended"], "delta": "0:14:53.841997", "end": "2019-04-04 10:47:06.501200", "msg": "non-zero return code", "rc": 1, "start": "2019-04-04 10:32:12.659203", "stderr": "Using existing certificate '/etc/ipa/ca.crt'.\nClient hostname: utility.lab.example.com\nRealm: LAB.EXAMPLE.IO\nDNS Domain: lab.example.io\nIPA Server: utility.lab.example.com\nBaseDN: dc=lab,dc=example,dc=io\nSkipping synchronizing time with NTP server.\nNew SSSD config will be created\nConfigured sudoers in /etc/nsswitch.conf\nConfigured /etc/sssd/sssd.conf\ntrying https://utility.lab.example.com/ipa/json\n[try 1]: Forwarding 'schema' to json server 'https://utility.lab.example.com/ipa/json'\ntrying https://utility.lab.example.com/ipa/session/json\n[try 1]: Forwarding 'ping' to json server 'https://utility.lab.example.com/ipa/session/json'\n[try 1]: Forwarding 'ca_is_enabled' to json server 'https://utility.lab.example.com/ipa/session/json'\nSystemwide CA database updated.\nAdding SSH public key from /etc/ssh/ssh_host_rsa_key.pub\nAdding SSH public key from /etc/ssh/ssh_host_ecdsa_key.pub\nAdding SSH public key from /etc/ssh/ssh_host_ed25519_key.pub\n[try 1]: Forwarding 'host_mod' to json server 'https://utility.lab.example.com/ipa/session/json'\nCould not update DNS SSHFP records.\nSSSD enabled\nConfigured /etc/openldap/ldap.conf\nConfigured /etc/ssh/ssh_config\nConfigured /etc/ssh/sshd_config\nConfiguring lab.example.io as NIS domain.\nClient configuration complete.\nThe ipa-client-install command was successful\nipaserver.dns_data_management: ERROR    unable to resolve host name utility.lab.example.com. to IP address, ipa-ca DNS record will be incomplete\nipapython.admintool: ERROR    Command '/bin/systemctl restart ipa.service' returned non-zero exit status 1\nipapython.admintool: ERROR    The ipa-server-install command failed. See /var/log/ipaserver-install.log for more information", "stderr_lines": ["Using existing certificate '/etc/ipa/ca.crt'.", "Client hostname: utility.lab.example.com", "Realm: LAB.EXAMPLE.IO", "DNS Domain: lab.example.io", "IPA Server: utility.lab.example.com", "BaseDN: dc=lab,dc=example,dc=io", "Skipping synchronizing time with NTP server.", "New SSSD config will be created", "Configured sudoers in /etc/nsswitch.conf", "Configured /etc/sssd/sssd.conf", "trying https://utility.lab.example.com/ipa/json", "[try 1]: Forwarding 'schema' to json server 'https://utility.lab.example.com/ipa/json'", "trying https://utility.lab.example.com/ipa/session/json", "[try 1]: Forwarding 'ping' to json server 'https://utility.lab.example.com/ipa/session/json'", "[try 1]: Forwarding 'ca_is_enabled' to json server 'https://utility.lab.example.com/ipa/session/json'", "Systemwide CA database updated.", "Adding SSH public key from /etc/ssh/ssh_host_rsa_key.pub", "Adding SSH public key from /etc/ssh/ssh_host_ecdsa_key.pub", "Adding SSH public key from /etc/ssh/ssh_host_ed25519_key.pub", "[try 1]: Forwarding 'host_mod' to json server 'https://utility.lab.example.com/ipa/session/json'", "Could not update DNS SSHFP records.", "SSSD enabled", "Configured /etc/openldap/ldap.conf", "Configured /etc/ssh/ssh_config", "Configured /etc/ssh/sshd_config", "Configuring lab.example.io as NIS domain.", "Client configuration complete.", "The ipa-client-install command was successful", "ipaserver.dns_data_management: ERROR    unable to resolve host name utility.lab.example.com. to IP address, ipa-ca DNS record will be incomplete", "ipapython.admintool: ERROR    Command '/bin/systemctl restart ipa.service' returned non-zero exit status 1", "ipapython.admintool: ERROR    The ipa-server-install command failed. See /var/log/ipaserver-install.log for more information"], "stdout": "Checking DNS domain lab.example.io, please wait ...\n\nThe log file for this installation can be found in /var/log/ipaserver-install.log\n==============================================================================\nThis program will set up the IPA Server.\n\nThis includes:\n  * Configure a stand-alone CA (dogtag) for certificate management\n  * Create and configure an instance of Directory Server\n  * Create and configure a Kerberos Key Distribution Center (KDC)\n  * Configure Apache (httpd)\n  * Configure DNS (bind)\n  * Configure the KDC to enable PKINIT\n\nExcluded by options:\n  * Configure the Network Time Daemon (ntpd)\n\nWarning: skipping DNS resolution of host utility.lab.example.com\nChecking DNS domain lab.example.io., please wait ...\nUsing reverse zone(s) 250.25.172.in-addr.arpa.\n\nThe IPA Master Server will be configured with:\nHostname:       utility.lab.example.com\nIP address(es): 172.25.250.8\nDomain name:    lab.example.io\nRealm name:     LAB.EXAMPLE.IO\n\nBIND DNS server will be configured to serve IPA domain with:\nForwarders:       No forwarders\nForward policy:   only\nReverse zone(s):  250.25.172.in-addr.arpa.\n\nConfiguring directory server (dirsrv). Estimated time: 30 seconds\n  [1/44]: creating directory server instance\n  [2/44]: enabling ldapi\n  [3/44]: configure autobind for root\n  [4/44]: stopping directory server\n  [5/44]: updating configuration in dse.ldif\n  [6/44]: starting directory server\n  [7/44]: adding default schema\n  [8/44]: enabling memberof plugin\n  [9/44]: enabling winsync plugin\n  [10/44]: configuring replication version plugin\n  [11/44]: enabling IPA enrollment plugin\n  [12/44]: configuring uniqueness plugin\n  [13/44]: configuring uuid plugin\n  [14/44]: configuring modrdn plugin\n  [15/44]: configuring DNS plugin\n  [16/44]: enabling entryUSN plugin\n  [17/44]: configuring lockout plugin\n  [18/44]: configuring topology plugin\n  [19/44]: creating indices\n  [20/44]: enabling referential integrity plugin\n  [21/44]: configuring certmap.conf\n  [22/44]: configure new location for managed entries\n  [23/44]: configure dirsrv ccache\n  [24/44]: enabling SASL mapping fallback\n  [25/44]: restarting directory server\n  [26/44]: adding sasl mappings to the directory\n  [27/44]: adding default layout\n  [28/44]: adding delegation layout\n  [29/44]: creating container for managed entries\n  [30/44]: configuring user private groups\n  [31/44]: configuring netgroups from hostgroups\n  [32/44]: creating default Sudo bind user\n  [33/44]: creating default Auto Member layout\n  [34/44]: adding range check plugin\n  [35/44]: creating default HBAC rule allow_all\n  [36/44]: adding entries for topology management\n  [37/44]: initializing group membership\n  [38/44]: adding master entry\n  [39/44]: initializing domain level\n  [40/44]: configuring Posix uid/gid generation\n  [41/44]: adding replication acis\n  [42/44]: activating sidgen plugin\n  [43/44]: activating extdom plugin\n  [44/44]: configuring directory to start on boot\nDone configuring directory server (dirsrv).\nConfiguring Kerberos KDC (krb5kdc)\n  [1/10]: adding kerberos container to the directory\n  [2/10]: configuring KDC\n  [3/10]: initialize kerberos container\n  [4/10]: adding default ACIs\n  [5/10]: creating a keytab for the directory\n  [6/10]: creating a keytab for the machine\n  [7/10]: adding the password extension to the directory\n  [8/10]: creating anonymous principal\n  [9/10]: starting the KDC\n  [10/10]: configuring KDC to start on boot\nDone configuring Kerberos KDC (krb5kdc).\nConfiguring kadmin\n  [1/2]: starting kadmin \n  [2/2]: configuring kadmin to start on boot\nDone configuring kadmin.\nConfiguring ipa-custodia\n  [1/5]: Making sure custodia container exists\n  [2/5]: Generating ipa-custodia config file\n  [3/5]: Generating ipa-custodia keys\n  [4/5]: starting ipa-custodia \n  [5/5]: configuring ipa-custodia to start on boot\nDone configuring ipa-custodia.\nConfiguring certificate server (pki-tomcatd). Estimated time: 3 minutes\n  [1/28]: configuring certificate server instance\n  [2/28]: exporting Dogtag certificate store pin\n  [3/28]: stopping certificate server instance to update CS.cfg\n  [4/28]: backing up CS.cfg\n  [5/28]: disabling nonces\n  [6/28]: set up CRL publishing\n  [7/28]: enable PKIX certificate path discovery and validation\n  [8/28]: starting certificate server instance\n  [9/28]: configure certmonger for renewals\n  [10/28]: requesting RA certificate from CA\n  [11/28]: setting audit signing renewal to 2 years\n  [12/28]: restarting certificate server\n  [13/28]: publishing the CA certificate\n  [14/28]: adding RA agent as a trusted user\n  [15/28]: authorizing RA to modify profiles\n  [16/28]: authorizing RA to manage lightweight CAs\n  [17/28]: Ensure lightweight CAs container exists\n  [18/28]: configure certificate renewals\n  [19/28]: configure Server-Cert certificate renewal\n  [20/28]: Configure HTTP to proxy connections\n  [21/28]: restarting certificate server\n  [22/28]: updating IPA configuration\n  [23/28]: enabling CA instance\n  [24/28]: migrating certificate profiles to LDAP\n  [25/28]: importing IPA certificate profiles\n  [26/28]: adding default CA ACL\n  [27/28]: adding 'ipa' CA entry\n  [28/28]: configuring certmonger renewal for lightweight CAs\nDone configuring certificate server (pki-tomcatd).\nConfiguring directory server (dirsrv)\n  [1/3]: configuring TLS for DS instance\n  [2/3]: adding CA certificate entry\n  [3/3]: restarting directory server\nDone configuring directory server (dirsrv).\nConfiguring ipa-otpd\n  [1/2]: starting ipa-otpd \n  [2/2]: configuring ipa-otpd to start on boot\nDone configuring ipa-otpd.\nConfiguring the web interface (httpd)\n  [1/22]: stopping httpd\n  [2/22]: setting mod_nss port to 443\n  [3/22]: setting mod_nss cipher suite\n  [4/22]: setting mod_nss protocol list to TLSv1.0 - TLSv1.2\n  [5/22]: setting mod_nss password file\n  [6/22]: enabling mod_nss renegotiate\n  [7/22]: disabling mod_nss OCSP\n  [8/22]: adding URL rewriting rules\n  [9/22]: configuring httpd\n  [10/22]: setting up httpd keytab\n  [11/22]: configuring Gssproxy\n  [12/22]: setting up ssl\n  [13/22]: configure certmonger for renewals\n  [14/22]: importing CA certificates from LDAP\n  [15/22]: publish CA cert\n  [16/22]: clean up any existing httpd ccaches\n  [17/22]: configuring SELinux for httpd\n  [18/22]: create KDC proxy config\n  [19/22]: enable KDC proxy\n  [20/22]: starting httpd\n  [21/22]: configuring httpd to start on boot\n  [22/22]: enabling oddjobd\nDone configuring the web interface (httpd).\nConfiguring Kerberos KDC (krb5kdc)\n  [1/1]: installing X509 Certificate for PKINIT\nDone configuring Kerberos KDC (krb5kdc).\nApplying LDAP updates\nUpgrading IPA:. Estimated time: 1 minute 30 seconds\n  [1/10]: stopping directory server\n  [2/10]: saving configuration\n  [3/10]: disabling listeners\n  [4/10]: enabling DS global lock\n  [5/10]: disabling Schema Compat\n  [6/10]: starting directory server\n  [7/10]: upgrading server\n  [8/10]: stopping directory server\n  [9/10]: restoring configuration\n  [10/10]: starting directory server\nDone.\nRestarting the KDC\nConfiguring DNS (named)\n  [1/12]: generating rndc key file\n  [2/12]: adding DNS container\n  [3/12]: setting up our zone\n  [4/12]: setting up reverse zone\n  [5/12]: setting up our own record\n  [6/12]: setting up records for other masters\n  [7/12]: adding NS record to the zones\n  [8/12]: setting up kerberos principal\n  [9/12]: setting up named.conf\n  [10/12]: setting up server configuration\n  [11/12]: configuring named to start on boot\n  [12/12]: changing resolv.conf to point to ourselves\nDone configuring DNS (named).\nRestarting the web server to pick up resolv.conf changes\nConfiguring DNS key synchronization service (ipa-dnskeysyncd)\n  [1/7]: checking status\n  [2/7]: setting up bind-dyndb-ldap working directory\n  [3/7]: setting up kerberos principal\n  [4/7]: setting up SoftHSM\n  [5/7]: adding DNSSEC containers\n  [6/7]: creating replica keys\n  [7/7]: configuring ipa-dnskeysyncd to start on boot\nDone configuring DNS key synchronization service (ipa-dnskeysyncd).\nRestarting ipa-dnskeysyncd\nRestarting named\nUpdating DNS system records\nConfiguring client side components", "stdout_lines": ["Checking DNS domain lab.example.io, please wait ...", "", "The log file for this installation can be found in /var/log/ipaserver-install.log", "==============================================================================", "This program will set up the IPA Server.", "", "This includes:", "  * Configure a stand-alone CA (dogtag) for certificate management", "  * Create and configure an instance of Directory Server", "  * Create and configure a Kerberos Key Distribution Center (KDC)", "  * Configure Apache (httpd)", "  * Configure DNS (bind)", "  * Configure the KDC to enable PKINIT", "", "Excluded by options:", "  * Configure the Network Time Daemon (ntpd)", "", "Warning: skipping DNS resolution of host utility.lab.example.com", "Checking DNS domain lab.example.io., please wait ...", "Using reverse zone(s) 250.25.172.in-addr.arpa.", "", "The IPA Master Server will be configured with:", "Hostname:       utility.lab.example.com", "IP address(es): 172.25.250.8", "Domain name:    lab.example.io", "Realm name:     LAB.EXAMPLE.IO", "", "BIND DNS server will be configured to serve IPA domain with:", "Forwarders:       No forwarders", "Forward policy:   only", "Reverse zone(s):  250.25.172.in-addr.arpa.", "", "Configuring directory server (dirsrv). Estimated time: 30 seconds", "  [1/44]: creating directory server instance", "  [2/44]: enabling ldapi", "  [3/44]: configure autobind for root", "  [4/44]: stopping directory server", "  [5/44]: updating configuration in dse.ldif", "  [6/44]: starting directory server", "  [7/44]: adding default schema", "  [8/44]: enabling memberof plugin", "  [9/44]: enabling winsync plugin", "  [10/44]: configuring replication version plugin", "  [11/44]: enabling IPA enrollment plugin", "  [12/44]: configuring uniqueness plugin", "  [13/44]: configuring uuid plugin", "  [14/44]: configuring modrdn plugin", "  [15/44]: configuring DNS plugin", "  [16/44]: enabling entryUSN plugin", "  [17/44]: configuring lockout plugin", "  [18/44]: configuring topology plugin", "  [19/44]: creating indices", "  [20/44]: enabling referential integrity plugin", "  [21/44]: configuring certmap.conf", "  [22/44]: configure new location for managed entries", "  [23/44]: configure dirsrv ccache", "  [24/44]: enabling SASL mapping fallback", "  [25/44]: restarting directory server", "  [26/44]: adding sasl mappings to the directory", "  [27/44]: adding default layout", "  [28/44]: adding delegation layout", "  [29/44]: creating container for managed entries", "  [30/44]: configuring user private groups", "  [31/44]: configuring netgroups from hostgroups", "  [32/44]: creating default Sudo bind user", "  [33/44]: creating default Auto Member layout", "  [34/44]: adding range check plugin", "  [35/44]: creating default HBAC rule allow_all", "  [36/44]: adding entries for topology management", "  [37/44]: initializing group membership", "  [38/44]: adding master entry", "  [39/44]: initializing domain level", "  [40/44]: configuring Posix uid/gid generation", "  [41/44]: adding replication acis", "  [42/44]: activating sidgen plugin", "  [43/44]: activating extdom plugin", "  [44/44]: configuring directory to start on boot", "Done configuring directory server (dirsrv).", "Configuring Kerberos KDC (krb5kdc)", "  [1/10]: adding kerberos container to the directory", "  [2/10]: configuring KDC", "  [3/10]: initialize kerberos container", "  [4/10]: adding default ACIs", "  [5/10]: creating a keytab for the directory", "  [6/10]: creating a keytab for the machine", "  [7/10]: adding the password extension to the directory", "  [8/10]: creating anonymous principal", "  [9/10]: starting the KDC", "  [10/10]: configuring KDC to start on boot", "Done configuring Kerberos KDC (krb5kdc).", "Configuring kadmin", "  [1/2]: starting kadmin ", "  [2/2]: configuring kadmin to start on boot", "Done configuring kadmin.", "Configuring ipa-custodia", "  [1/5]: Making sure custodia container exists", "  [2/5]: Generating ipa-custodia config file", "  [3/5]: Generating ipa-custodia keys", "  [4/5]: starting ipa-custodia ", "  [5/5]: configuring ipa-custodia to start on boot", "Done configuring ipa-custodia.", "Configuring certificate server (pki-tomcatd). Estimated time: 3 minutes", "  [1/28]: configuring certificate server instance", "  [2/28]: exporting Dogtag certificate store pin", "  [3/28]: stopping certificate server instance to update CS.cfg", "  [4/28]: backing up CS.cfg", "  [5/28]: disabling nonces", "  [6/28]: set up CRL publishing", "  [7/28]: enable PKIX certificate path discovery and validation", "  [8/28]: starting certificate server instance", "  [9/28]: configure certmonger for renewals", "  [10/28]: requesting RA certificate from CA", "  [11/28]: setting audit signing renewal to 2 years", "  [12/28]: restarting certificate server", "  [13/28]: publishing the CA certificate", "  [14/28]: adding RA agent as a trusted user", "  [15/28]: authorizing RA to modify profiles", "  [16/28]: authorizing RA to manage lightweight CAs", "  [17/28]: Ensure lightweight CAs container exists", "  [18/28]: configure certificate renewals", "  [19/28]: configure Server-Cert certificate renewal", "  [20/28]: Configure HTTP to proxy connections", "  [21/28]: restarting certificate server", "  [22/28]: updating IPA configuration", "  [23/28]: enabling CA instance", "  [24/28]: migrating certificate profiles to LDAP", "  [25/28]: importing IPA certificate profiles", "  [26/28]: adding default CA ACL", "  [27/28]: adding 'ipa' CA entry", "  [28/28]: configuring certmonger renewal for lightweight CAs", "Done configuring certificate server (pki-tomcatd).", "Configuring directory server (dirsrv)", "  [1/3]: configuring TLS for DS instance", "  [2/3]: adding CA certificate entry", "  [3/3]: restarting directory server", "Done configuring directory server (dirsrv).", "Configuring ipa-otpd", "  [1/2]: starting ipa-otpd ", "  [2/2]: configuring ipa-otpd to start on boot", "Done configuring ipa-otpd.", "Configuring the web interface (httpd)", "  [1/22]: stopping httpd", "  [2/22]: setting mod_nss port to 443", "  [3/22]: setting mod_nss cipher suite", "  [4/22]: setting mod_nss protocol list to TLSv1.0 - TLSv1.2", "  [5/22]: setting mod_nss password file", "  [6/22]: enabling mod_nss renegotiate", "  [7/22]: disabling mod_nss OCSP", "  [8/22]: adding URL rewriting rules", "  [9/22]: configuring httpd", "  [10/22]: setting up httpd keytab", "  [11/22]: configuring Gssproxy", "  [12/22]: setting up ssl", "  [13/22]: configure certmonger for renewals", "  [14/22]: importing CA certificates from LDAP", "  [15/22]: publish CA cert", "  [16/22]: clean up any existing httpd ccaches", "  [17/22]: configuring SELinux for httpd", "  [18/22]: create KDC proxy config", "  [19/22]: enable KDC proxy", "  [20/22]: starting httpd", "  [21/22]: configuring httpd to start on boot", "  [22/22]: enabling oddjobd", "Done configuring the web interface (httpd).", "Configuring Kerberos KDC (krb5kdc)", "  [1/1]: installing X509 Certificate for PKINIT", "Done configuring Kerberos KDC (krb5kdc).", "Applying LDAP updates", "Upgrading IPA:. Estimated time: 1 minute 30 seconds", "  [1/10]: stopping directory server", "  [2/10]: saving configuration", "  [3/10]: disabling listeners", "  [4/10]: enabling DS global lock", "  [5/10]: disabling Schema Compat", "  [6/10]: starting directory server", "  [7/10]: upgrading server", "  [8/10]: stopping directory server", "  [9/10]: restoring configuration", "  [10/10]: starting directory server", "Done.", "Restarting the KDC", "Configuring DNS (named)", "  [1/12]: generating rndc key file", "  [2/12]: adding DNS container", "  [3/12]: setting up our zone", "  [4/12]: setting up reverse zone", "  [5/12]: setting up our own record", "  [6/12]: setting up records for other masters", "  [7/12]: adding NS record to the zones", "  [8/12]: setting up kerberos principal", "  [9/12]: setting up named.conf", "  [10/12]: setting up server configuration", "  [11/12]: configuring named to start on boot", "  [12/12]: changing resolv.conf to point to ourselves", "Done configuring DNS (named).", "Restarting the web server to pick up resolv.conf changes", "Configuring DNS key synchronization service (ipa-dnskeysyncd)", "  [1/7]: checking status", "  [2/7]: setting up bind-dyndb-ldap working directory", "  [3/7]: setting up kerberos principal", "  [4/7]: setting up SoftHSM", "  [5/7]: adding DNSSEC containers", "  [6/7]: creating replica keys", "  [7/7]: configuring ipa-dnskeysyncd to start on boot", "Done configuring DNS key synchronization service (ipa-dnskeysyncd).", "Restarting ipa-dnskeysyncd", "Restarting named", "Updating DNS system records", "Configuring client side components"]}
